66,13,175,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
13,129,107,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,138,111,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
104,239,31,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,117,125,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
12,152,93,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
13,151,94,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
111,220,33,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
15,136,98,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
108,241,25,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
15,143,96,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
15,147,93,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
15,154,97,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
107,229,33,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
70,3,132,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
13,171,86,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
103,251,23,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,139,100,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
15,141,105,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
95,12,151,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
14,154,100,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
15,161,98,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,166,93,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
113,186,33,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
14,135,98,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
100,246,18,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
14,137,108,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
15,142,109,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
87,236,19,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
62,10,150,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
106,246,24,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,143,107,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,143,97,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
13,145,101,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
85,232,19,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
53,40,133,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
102,47,164,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
108,231,30,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,157,90,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
107,242,27,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,144,94,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
13,147,98,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,151,99,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
48,23,168,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
14,158,96,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
22,7,168,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
14,157,95,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
13,156,92,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,152,92,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
99,29,173,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
13,156,93,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
26,19,188,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
88,185,36,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,161,89,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
99,12,225,99.1541103133767,49.2053274167724,321.752941176471/0,1,0
13,149,96,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,144,106,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,143,106,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
77,205,31,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,146,111,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
14,147,107,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
88,217,32,99.1541103133767,49.2053274167724,321.752941176471/0,0,1
13,141,99,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
16,133,109,99.1541103133767,49.2053274167724,321.752941176471/1,0,0
